data,result,diff
10.2,6.832624974223236,3.367375025776763
22.7,24.734823246633347,-2.034823246633348
29.6,23.92369462624775,5.67630537375225
10.5,6.556964371505686,3.9430356284943144
41.3,32.87025043571968,8.429749564280314
14.6,8.64741009010934,5.95258990989066
25.3,24.965639009055316,0.33436099094468474
21.2,23.529969016085122,-2.3299690160851227
26.4,23.59002334313533,2.80997665686467
48.5,41.895727531478315,6.604272468521685
19.9,17.75161595431529,2.1483840456847076
30.5,30.216348419119036,0.28365158088096365
22.2,23.676549615611457,-1.4765496156114573
18.9,18.806024206282483,0.09397579371751519
21.7,24.092264972041452,-2.3922649720414526
19.3,21.12685897474571,-1.8268589747457078
35.4,34.321383139032584,1.078616860967415
18.3,19.304931765090537,-1.0049317650905358
20.4,19.405520965574098,0.9944790344259005
36.4,32.63144906676156,3.768550933238437
22.8,24.2169561557284,-1.4169561557283998
22.2,19.10320576222856,3.096794237771441
33.8,35.12207241779418,-1.3220724177941818
22.6,18.912314221582523,3.687685778417478
19.5,18.93186337126347,0.5681366287365286
23.6,29.59803587201113,-5.99803587201113
13.1,14.44937705251493,-1.3493770525149298
34.7,30.070535276054642,4.629464723945361
25.0,21.873601236480678,3.1263987635193224
29.8,25.007401768271965,4.792598231728036
37.2,33.12431665451109,4.075683345488912
19.6,18.678200046695032,0.9217999533049692
24.3,29.092213393186533,-4.7922133931865325
20.2,16.41559046054472,3.784409539455279
15.2,15.705656715855309,-0.5056567158553094
8.8,5.85774878661212,2.9422512133878804
8.4,14.259856735817284,-5.859856735817283
9.7,10.200826355676597,-0.5008263556765975
29.8,32.755027733087324,-2.9550277330873236
27.9,20.30982939853389,7.5901706014661094
11.8,11.804823614531756,-0.0048236145317552825
13.3,19.83459629225217,-6.534596292252168
24.1,29.724168602811794,-5.6241686028117925
18.7,21.49456034908023,-2.794560349080232
18.5,13.281021182392934,5.218978817607066
11.9,8.937390933896864,2.962609066103136
22.3,26.42033289350042,-4.120332893500418
28.1,24.952625035059,3.147374964941001
20.3,22.25908145071197,-1.9590814507119703
21.8,20.924226119403478,0.8757738805965225
37.0,30.563673142605168,6.436326857394832
48.8,40.74288350778087,8.05711649221913
24.6,29.59269691320342,-4.992696913203417
15.1,17.27410270289395,-2.174102702893949
10.9,13.947176785848857,-3.0471767858488565
17.4,17.43781774271665,-0.03781774271665128
12.7,11.501287691434467,1.1987123085655327
22.8,29.32532154365046,-6.52532154365046
31.0,34.71963849300783,-3.719638493007828
19.9,19.226680756515446,0.6733192434845527
21.4,19.94528545835445,1.4547145416455471
8.3,13.088486749447569,-4.788486749447568
24.3,19.609812855782266,4.6901871442177345
26.6,27.482080548441317,-0.8820805484413157
13.4,14.75592044704193,-1.35592044704193
8.1,3.270835670453401,4.8291643295465985
17.4,15.359540019151549,2.04045998084845
13.1,20.026430751944034,-6.926430751944034
12.7,17.89383417294485,-5.19383417294485
25.0,22.300747582207332,2.6992524177926676
19.8,22.712909654235855,-2.912909654235854
19.6,17.66569324076383,1.934306759236172
17.6,16.297476115631543,1.3025238843684583
23.1,20.349909002543836,2.750090997456166
24.8,30.648785969687985,-5.8487859696879845
22.5,17.847239086667855,4.652760913332145
21.2,21.730103132760263,-0.5301031327602637
31.5,32.42829770561009,-0.9282977056100918
36.0,36.83912514601329,-0.8391251460132878
20.0,18.228283951519444,1.771716048480556
13.5,13.75824985884265,-0.2582498588426496
34.9,29.836176121787446,5.063823878212553
50.0,39.932520926684155,10.067479073315845
21.7,22.529025806802366,-0.8290258068023668
16.1,19.189230356455003,-3.089230356455001
17.2,14.469092010796405,2.730907989203594
22.6,27.26703993255606,-4.667039932556058
23.2,17.125913547143664,6.074086452856335
23.8,26.27027553456707,-2.470275534567069
19.2,23.9583713793739,-4.7583713793739015
37.3,34.20809909024377,3.0919009097562267
14.9,15.003754195049375,-0.10375419504937433
19.9,18.657565651036002,1.2424343489639966
20.3,23.758013239875734,-3.458013239875733
15.3,20.579101002141076,-5.279101002141076
19.4,25.95402668474839,-6.55402668474839
25.1,30.359804786376138,-5.259804786376137
24.8,26.017319576331637,-1.2173195763316365
24.7,24.65344175246967,0.04655824753032789
33.1,32.55613440582328,0.5438655941767223
50.0,36.2916053719708,13.708394628029197
31.2,28.249992464842858,2.950007535157141
