data,result,diff
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
0,0,True
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
1,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
2,0,False
